city,year,month,pop_sum,pop_0_9,pop_10_19,pop_20_29,pop_30_39,pop_40_49,pop_50_59,pop_60_69,pop_70_79,pop_80_89,pop_90_99,pop_100_
전라남도,2012,10,1908998,161315,240017,206315,241888,298533,284717,208973,191161,66609,8857,613
경상북도,2012,10,2696180,226606,318063,319834,378116,434531,430365,271851,227866,78100,10279,569
경상남도,2012,10,3317523,319267,436048,394175,512466,573568,508980,281667,209372,73665,7825,490
제주특별자치도,2012,10,582693,60385,82898,67026,85862,103184,81702,49295,36910,12608,2635,188
전국,2012,11,50930805,4666490,6471890,6632352,8180079,8832210,7766559,4322322,2959151,956395,130784,12573
서울특별시,2012,11,10205843,826475,1152710,1493356,1807088,1736953,1574576,914928,517446,153940,24483,3888
부산광역시,2012,11,3539273,265272,409287,467969,530252,583963,628191,370308,213741,61833,7282,1175
대구광역시,2012,11,2507910,215036,338011,327132,379753,450630,397258,216845,137592,40507,4735,411
인천광역시,2012,11,2840308,268974,368419,389948,471016,518030,441235,206506,127050,42635,5982,513
광주광역시,2012,11,1470669,149729,223808,198556,239996,254474,197187,111059,70024,22425,3144,267
대전광역시,2012,11,1524566,152152,211646,209878,251496,266399,225828,111545,69696,22671,3032,223
울산광역시,2012,11,1146555,113592,163225,151833,186283,217113,181383,78272,40568,12600,1587,99
세종특별자치시,2012,11,111191,11756,12551,12426,17925,17390,16352,10196,8901,3227,429,38
경기도,2012,11,12071878,1256672,1624076,1557526,2070540,2246469,1721749,836424,554150,176860,25127,2285
강원도,2012,11,1539116,129843,192485,181036,209218,252230,256158,149648,122209,40005,5808,476
충청북도,2012,11,1565188,146134,203685,193635,232500,259801,241442,134375,112079,36379,4851,307
충청남도,2012,11,2026849,196749,251121,241898,309388,322598,294266,183818,162164,56961,7347,539
전라북도,2012,11,1873561,166250,246661,220995,257377,297841,279699,186292,156202,54502,7212,530
전라남도,2012,11,1908834,161396,239375,206121,241501,298082,285720,208658,191757,66706,8909,609
경상북도,2012,11,2697569,226767,317205,319554,378010,434140,432023,271901,228603,78502,10289,575
경상남도,2012,11,3318202,319312,434791,393426,512064,572915,511224,282204,209935,73975,7905,451
제주특별자치도,2012,11,583293,60381,82834,67063,85672,103182,82268,49343,37034,12667,2662,187
전국,2012,12,50948272,4668711,6447279,6626948,8168943,8836158,7791570,4328536,2970343,965091,132036,12657
서울특별시,2012,12,10195318,825987,1146509,1488944,1802242,1735779,1576336,915732,520039,155136,24688,3926
부산광역시,2012,12,3538484,265434,407322,466774,529358,583569,628921,371350,214817,62382,7374,1183
대구광역시,2012,12,2505644,214843,336368,325973,378294,450176,398120,217543,138231,40931,4748,417
인천광역시,2012,12,2843981,269487,367246,390178,471091,518286,443456,207033,127611,43026,6055,512
광주광역시,2012,12,1469216,149644,222879,197582,239308,254480,197712,111276,70341,22560,3167,267
대전광역시,2012,12,1524583,152264,210828,209445,250711,266856,226538,111811,69928,22907,3070,225
울산광역시,2012,12,1147256,113647,162510,151782,186229,217101,182143,78640,40772,12726,1604,102
세종특별자치시,2012,12,113117,12032,12727,12827,18312,17793,16520,10248,8914,3270,435,39
경기도,2012,12,12093299,1258575,1619150,1562100,2071071,2249470,1731415,838679,556599,178605,25336,2299
강원도,2012,12,1538630,129660,191577,180716,208796,252053,256968,149499,122786,40264,5833,478
충청북도,2012,12,1565628,145970,203052,193387,232019,260120,242364,134405,112392,36694,4914,311
충청남도,2012,12,2028777,196796,250543,242134,309190,323325,295283,183545,162452,57534,7433,542
전라북도,2012,12,1873341,166173,245976,220440,256667,297989,280597,186025,156650,54994,7308,522
전라남도,2012,12,1909618,161500,238709,205972,241312,298248,286528,208270,192238,67226,8998,617
경상북도,2012,12,2698353,226899,316082,319091,377505,434041,433173,272124,229163,79328,10368,579
경상남도,2012,12,3319314,319389,433187,392545,511254,573563,512964,282914,210388,74637,8021,452
제주특별자치도,2012,12,583713,60411,82614,67058,85584,103309,82532,49442,37022,12871,2684,186
전국,2013,01,50965180,4664190,6423651,6611578,8160749,8840453,7822755,4337152,2986275,971079,134491,12807
서울특별시,2013,01,10195064,824709,1140872,1484753,1801225,1736645,1580071,917871,523959,155926,25075,3958
부산광역시,2013,01,3538191,265447,405508,465474,528650,582647,630437,372169,216356,62841,7464,1198
대구광역시,2013,01,2504945,214587,334894,325039,377480,449884,398981,218357,139139,41353,4810,421
인천광역시,2013,01,2846899,269556,365819,389904,471091,518362,446034,207716,128489,43218,6181,529
광주광역시,2013,01,1470061,149367,222272,197315,239243,254997,198600,111440,70692,22660,3209,266
대전광역시,2013,01,1525888,152367,210246,209072,250595,267149,227488,112161,70419,23064,3099,228
울산광역시,2013,01,1148130,113719,161775,151727,186218,216927,182976,79165,41068,12831,1622,102
세종특별자치시,2013,01,113911,12164,12823,12830,18443,17992,16650,10264,8970,3293,441,41
경기도,2013,01,12107216,1257678,1615068,1560485,2069383,2253130,1742293,841391,559971,179645,25840,2332
강원도,2013,01,1537704,129367,190597,179967,208283,251681,257887,149672,123342,40478,5941,489
충청북도,2013,01,1565670,145731,202265,192739,231695,260154,243422,134536,112846,36938,5028,316
충청남도,2013,01,2029769,196773,249610,241452,309213,323594,296603,183606,162802,57954,7615,547
전라북도,2013,01,1872500,165735,245139,219499,256120,298085,281678,185827,157130,55250,7509,528
전라남도,2013,01,1907945,160907,237680,205042,240785,298152,287549,207592,192835,67593,9193,617
경상북도,2013,01,2698263,226762,314964,317952,376845,433956,434073,272624,230104,79851,10542,590
경상남도,2013,01,3318979,318904,431682,391450,510109,573514,515116,283311,211069,75180,8187,457
제주특별자치도,2013,01,584045,60417,82437,66878,85371,103584,82897,49450,37084,13004,2735,188
전국,2013,02,50991003,4669282,6396634,6593176,8163503,8845448,7850286,4340143,3004227,977918,137406,12980
서울특별시,2013,02,10196434,824499,1135622,1480958,1801629,1737260,1583279,918766,528011,156900,25515,3995
부산광역시,2013,02,3539455,266206,403752,463994,528862,582403,631211,372483,218321,63380,7620,1223
대구광역시,2013,02,2505040,214795,333465,324307,376954,449622,400041,218506,140294,41747,4880,429
인천광역시,2013,02,2850543,270154,364457,389442,471563,518429,448451,208361,129377,43463,6310,536
광주광역시,2013,02,1470969,149431,221262,196838,239773,255400,199383,111484,71082,22742,3311,263
대전광역시,2013,02,1527383,152774,209356,208671,251045,267410,228280,112377,70846,23214,3180,230
울산광역시,2013,02,1148713,113986,160817,151321,186440,216851,183796,79447,41391,12907,1655,102
세종특별자치시,2013,02,115269,12437,13031,12853,18668,18342,16795,10287,9008,3356,450,42
경기도,2013,02,12123024,1260331,1609853,1557941,2070687,2256074,1751893,843407,563227,180837,26406,2368
강원도,2013,02,1536718,129123,189539,179155,207883,251493,258661,149541,124060,40690,6075,498
충청북도,2013,02,1565697,145660,201095,192198,231572,260257,244330,134380,113493,37211,5176,325
충청남도,2013,02,2031839,197247,248725,240221,310103,324172,297794,183335,163449,58443,7792,558
전라북도,2013,02,1872311,165607,244107,218309,256351,298352,282456,185734,157580,55603,7673,539
전라남도,2013,02,1907027,160815,236355,203974,240735,298309,288489,206963,193311,67995,9468,613
경상북도,2013,02,2696802,226473,313435,316439,376311,433568,434985,272168,231501,80614,10705,603
경상남도,2013,02,3318548,319090,429573,389632,509398,573645,517106,283482,212044,75751,8361,466
제주특별자치도,2013,02,585231,60654,82190,66923,85529,103861,83336,49422,37232,13065,2829,190
전국,2013,03,51003843,4658095,6379883,6597156,8141768,8842603,7875201,4355355,3016983,983966,139774,13059
서울특별시,2013,03,10192057,821349,1131363,1482536,1795787,1735289,1584982,921945,531152,157717,25907,4030
부산광역시,2013,03,3538285,265649,402010,463677,527687,581199,631636,374062,219631,63779,7733,1222
대구광역시,2013,03,2504623,213964,332277,324088,375781,449378,400812,219685,141133,42122,4949,434
인천광역시,2013,03,2853489,269983,363270,389984,471056,518235,450885,209355,130029,43705,6447,540
광주광역시,2013,03,1470979,149027,220736,196649,239345,255489,200292,111684,71244,22881,3367,265
대전광역시,2013,03,1527857,152317,208922,209002,250194,267539,228997,112860,71171,23371,3258,226
울산광역시,2013,03,1150215,113868,160036,151799,186354,216860,184731,80033,41753,12988,1692,101
세종특별자치시,2013,03,115955,12503,13072,12956,18747,18511,16929,10332,9027,3372,463,43
경기도,2013,03,12133590,1257662,1607043,1561181,2065349,2257193,1760799,847304,565868,181982,26831,2378
강원도,2013,03,1538219,128776,190241,179313,207123,251231,259465,149866,124613,40908,6181,502
충청북도,2013,03,1565972,145505,200546,191926,231066,260167,245087,134691,113906,37536,5212,330
충청남도,2013,03,2033019,196899,248394,240245,309455,324363,298896,183647,163690,58958,7910,562
전라북도,2013,03,1871818,165122,243463,218032,255339,298536,283421,185998,157667,55855,7841,544
전라남도,2013,03,1906887,160536,236013,203533,240128,297939,289665,206790,193578,68407,9673,625
경상북도,2013,03,2696554,225923,312385,315993,375045,433187,435774,273131,232480,81177,10859,600
경상남도,2013,03,3318175,318450,427923,389290,507735,573397,519093,284427,212756,76087,8552,465
제주특별자치도,2013,03,586149,60562,82189,66952,85577,104090,83737,49545,37285,13121,2899,192
전국,2013,04,51018468,4652094,6364417,6601016,8121851,8831293,7915346,4364832,3024858,988679,140961,13121
서울특별시,2013,04,10185955,819715,1126727,1482122,1790622,1732190,1590005,923001,533100,158327,26105,4041
부산광역시,2013,04,3537758,265380,400384,463768,526660,579649,633247,374945,220618,64085,7791,1231
대구광역시,2013,04,2504888,213633,331263,324150,374942,448534,402504,220480,141668,42303,4976,435
인천광역시,2013,04,2856667,269842,362248,390931,470477,517634,453967,210150,130443,43907,6522,546
광주광역시,2013,04,1471324,148724,220263,196687,238895,255138,201744,111781,71408,23013,3406,265
대전광역시,2013,04,1528578,152149,208487,209188,249519,267597,230063,113170,71416,23467,3295,227
울산광역시,2013,04,1150708,113748,159590,152091,186115,216317,185636,80436,41940,13022,1712,101
세종특별자치시,2013,04,116345,12509,13115,12998,18700,18607,17099,10380,9039,3393,465,40
경기도,2013,04,12144383,1256239,1604756,1563454,2060949,2255460,1773144,850235,567816,182878,27063,2389
강원도,2013,04,1539169,128480,190350,179570,206323,250668,260972,150081,124959,41052,6211,503
충청북도,2013,04,1566920,145500,200039,192045,230500,260097,246335,135020,114068,37748,5232,336
충청남도,2013,04,2034946,196847,248105,240361,308910,324498,300544,184186,163634,59307,7986,568
전라북도,2013,04,1871979,164970,242919,217932,254433,298200,285179,186043,157683,56160,7909,551
전라남도,2013,04,1906477,160255,235427,203377,239323,297321,291602,206309,193643,68825,9765,630
경상북도,2013,04,2696341,225612,311647,315755,373697,432514,437198,273880,232866,81637,10937,598
경상남도,2013,04,3318877,317904,426980,389437,506232,572954,521502,285141,213231,76420,8609,467
제주특별자치도,2013,04,587153,60587,82117,67150,85554,103915,84605,49594,37326,13135,2977,193
전국,2013,05,51034494,4648727,6349316,6601050,8100954,8843636,7927712,4383144,3029923,993802,143051,13179
서울특별시,2013,05,10181807,818736,1122515,1480752,1786416,1733258,1589800,926343,534440,159050,26432,4065
부산광역시,2013,05,3536426,265253,398804,463266,525200,579600,633232,376242,221295,64372,7928,1234
대구광역시,2013,05,2505083,213340,330227,324177,373972,448743,403084,221491,142029,42564,5017,439
인천광역시,2013,05,2859335,269716,361183,391533,469839,518285,455279,211402,130818,44141,6590,549
광주광역시,2013,05,1471801,148463,219793,196831,238362,255432,202337,112175,71540,23139,3469,260
대전광역시,2013,05,1529085,152006,208004,209360,248828,268148,230351,113738,71517,23559,3344,230
울산광역시,2013,05,1151340,113728,159070,152332,185619,216674,185971,80945,42071,13092,1737,101
세종특별자치시,2013,05,116842,12557,13180,13047,18709,18786,17172,10412,9049,3418,472,40
경기도,2013,05,12156714,1255586,1603282,1564965,2056044,2260141,1778797,854821,569226,184001,27455,2396
강원도,2013,05,1539403,128225,189863,179469,205710,250978,261358,150566,125156,41322,6250,506
충청북도,2013,05,1567548,145432,199571,191955,229787,260928,246481,135737,114076,37978,5272,331
충청남도,2013,05,2036661,196923,247855,240309,308275,325456,300979,184939,163558,59681,8114,572
전라북도,2013,05,1871592,164765,242327,217712,253209,298855,285477,186524,157631,56485,8053,554
전라남도,2013,05,1906335,160199,234782,203093,238468,297422,292237,206711,193676,69110,10002,635
경상북도,2013,05,2696447,225553,310756,315452,372558,432821,437565,274975,233106,82010,11049,602
경상남도,2013,05,3320074,317673,426123,389451,504500,574026,522598,286352,213449,76673,8757,472
제주특별자치도,2013,05,588001,60572,81981,67346,85458,104083,84994,49771,37286,13207,3110,193
전국,2013,06,51047880,4643772,6332666,6601008,8091467,8848380,7944759,4396028,3036625,993809,146138,13228
서울특별시,2013,06,10176560,817274,1118465,1478775,1783573,1733066,1590970,928405,535996,159085,26868,4083
부산광역시,2013,06,3534500,264757,397161,462831,524026,579356,633446,377212,222007,64321,8143,1240
대구광역시,2013,06,2503728,212896,329157,324084,373085,448409,403538,222040,142407,42574,5098,440
인천광역시,2013,06,2861722,269521,360112,391965,469740,518681,456803,212248,131252,44160,6693,547
광주광역시,2013,06,1471867,148268,219201,196911,237896,255552,202906,112488,71719,23072,3591,263
대전광역시,2013,06,1529655,151969,207443,209404,248696,268409,230779,114146,71611,23558,3408,232
울산광역시,2013,06,1152039,113740,158580,152502,185582,216685,186449,81302,42269,13080,1750,100
세종특별자치시,2013,06,117012,12587,13178,13040,18721,18835,17219,10434,9054,3416,489,39
경기도,2013,06,12167575,1254761,1601211,1566141,2054132,2262697,1784793,858406,570776,184247,28001,2410
강원도,2013,06,1539767,127848,189191,179775,205107,251128,262091,150897,125480,41415,6328,507
충청북도,2013,06,1568860,145302,199056,192136,229783,261408,246961,136343,114140,38071,5327,333
충청남도,2013,06,2038322,196853,247331,240316,308479,325816,301773,185464,163663,59749,8308,570
전라북도,2013,06,1871545,164457,241708,217761,252640,298956,286028,186964,157664,56521,8288,558
전라남도,2013,06,1906575,159990,234122,203023,238089,297485,293113,207001,193877,68883,10353,639
경상북도,2013,06,2696833,225261,309793,315162,372082,433071,438439,275722,233524,81895,11279,605
경상남도,2013,06,3322702,317811,425091,389746,504485,574687,523949,287070,213850,76603,8936,474
제주특별자치도,2013,06,588618,60477,81866,67436,85351,104139,85502,49886,37336,13159,3278,188
전국,2013,07,51064841,4643396,6315076,6600443,8081869,8852175,7962755,4409925,3042467,997441,145980,13314
