시도별,경제활동별,항목,2007 년,2008 년,2009 년,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년,2022 년
광주광역시,　　목재종이인쇄 및 복제업,명목,280506,114462,135408,127809,117552,137008,129673,142181,138984,151860,147118,155979,162499,167663,181814,164095
광주광역시,　　목재종이인쇄 및 복제업,실질,121918,107210,123294,144923,130121,148448,135139,146449,138984,149254,145671,144188,151518,159926,161990,138147
광주광역시,　　목재종이인쇄 및 복제업,실질기여도,0.05,-0.14,0.07,0.09,-0.05,0.06,-0.04,0.03,-0.02,0.03,-0.01,0,0.02,0.02,0.01,-0.06
광주광역시,　　석탄 및 석유 화학제품 제조업,명목,681560,709079,668461,956933,897560,790136,838990,905603,997540,1040810,1013036,966359,1068733,1105633,1143859,1156674
광주광역시,　　석탄 및 석유 화학제품 제조업,실질,866002,972917,828637,1073955,1002878,857858,925998,984770,997540,1023270,1068245,1033372,1062255,1058478,1161383,1108121
광주광역시,　　석탄 및 석유 화학제품 제조업,실질기여도,0.07,0.36,-0.43,0.79,-0.23,-0.45,0.21,0.17,0.04,0.07,0.12,-0.09,0.07,-0.01,0.26,-0.12
광주광역시,　　비금속광물 및 금속제품 제조업,명목,664119,651069,766463,969591,962726,963093,942725,1035071,1043742,1113765,1103542,1021995,1120981,1087338,1436855,1471150
광주광역시,　　비금속광물 및 금속제품 제조업,실질,857043,882725,804792,969760,923353,928340,903296,1001356,1043742,1092802,1075805,995599,1069185,1025363,1116223,989822
광주광역시,　　비금속광물 및 금속제품 제조업,실질기여도,0.44,0.08,-0.24,0.62,-0.17,0.02,-0.09,0.33,0.13,0.14,-0.05,-0.22,0.19,-0.11,0.23,-0.37
광주광역시,　　전기 전자 및 정밀기기 제조업,명목,1941388,1951560,2130199,2626784,2370312,2510257,2529900,2460701,2649951,2641669,2862512,2366248,2367302,2948737,3537235,3647433
광주광역시,　　전기 전자 및 정밀기기 제조업,실질,2063985,2031453,2462808,2794669,2489847,2588615,2563430,2546575,2649951,2642838,2692215,2272500,2614976,3230287,3959695,4162459
광주광역시,　　전기 전자 및 정밀기기 제조업,실질기여도,0.75,-0.13,1.71,1.14,-1.03,0.33,-0.08,-0.05,0.3,-0.02,0.13,-1.18,0.9,1.34,1.58,0.41
광주광역시,　　기계 운송장비 및 기타 제품 제조업,명목,1853878,1717968,1968876,2521303,2831376,2837374,3209139,3468201,3826086,4049656,4005669,4755545,4752148,4360900,3795341,3946177
광주광역시,　　기계 운송장비 및 기타 제품 제조업,실질,2770601,2707142,1529244,2929108,3271809,3186610,3466229,3701350,3826086,3795711,3920343,4764492,4511951,4070299,4175556,4259588
광주광역시,　　기계 운송장비 및 기타 제품 제조업,실질기여도,0.22,-0.18,-3.09,7.15,1.06,-0.26,0.84,0.7,0.35,-0.09,0.36,2.29,-0.63,-1.12,0.27,0.17
광주광역시,"전기, 가스, 증기 및 공기 조절 공급업",명목,215302,102008,155026,251085,201867,278652,244744,303311,286621,324972,304278,287979,302845,400103,364582,485729
광주광역시,"전기, 가스, 증기 및 공기 조절 공급업",실질,568626,465675,465127,486168,439690,514363,389120,292157,286621,330644,360499,466452,559019,601919,668946,857062
광주광역시,"전기, 가스, 증기 및 공기 조절 공급업",실질기여도,0.19,-0.17,0,0.03,-0.09,0.12,-0.23,-0.2,-0.02,0.13,0.08,0.24,0.14,0.06,0.11,0.23
광주광역시,건설업,명목,1435984,1430838,1115196,1004812,1012394,1209622,1462126,1455043,1403575,1557198,1588970,1865873,1913260,2187250,2298882,2134211
광주광역시,건설업,실질,1888089,1849070,1421146,1261351,1208366,1384411,1601549,1536506,1403575,1518245,1492858,1669442,1627794,1819536,1852024,1661181
광주광역시,건설업,실질기여도,-0.15,-0.13,-1.37,-0.5,-0.15,0.51,0.64,-0.19,-0.38,0.33,-0.07,0.5,-0.12,0.54,0.09,-0.54
광주광역시,서비스업,명목,14090934,15071389,15736265,16799593,17546172,18365824,19167711,20288557,21416287,22693475,23706429,24737983,26116027,25898946,27026977,28002548
광주광역시,서비스업,실질,16705283,17176093,17447509,18172732,18765465,19385352,20099450,20908232,21416287,22261680,22784124,23510008,24610472,24158973,24966967,25578345
광주광역시,서비스업,실질기여도,3.13,1.69,0.98,2.6,1.97,2.02,2.27,2.47,1.49,2.43,1.45,2,2.91,-1.15,2.06,1.51
광주광역시,　도매 및 소매업,명목,2211564,2295809,2291570,2526838,2634441,2667821,2574601,2471785,2512932,2578769,2688407,2705514,2708050,2619687,2657802,2610605
광주광역시,　도매 및 소매업,실질,2541760,2475394,2360680,2497562,2553035,2569311,2515757,2470387,2512932,2531604,2601001,2624891,2688067,2654561,2645702,2646690
광주광역시,　도매 및 소매업,실질기여도,0.25,-0.25,-0.44,0.53,0.2,0.06,-0.19,-0.15,0.13,0.05,0.19,0.07,0.16,-0.08,-0.02,0
광주광역시,　운수 및 창고업,명목,581376,558518,589949,723971,679239,726643,744906,772706,911918,1012128,1079548,1042144,1133171,1010224,999127,975202
광주광역시,　운수 및 창고업,실질,685977,703235,665324,862003,879408,955324,904755,873269,911918,978952,1084500,1082161,1103897,905151,942420,1009934
광주광역시,　운수 및 창고업,실질기여도,-0.1,0.06,-0.12,0.69,0.05,0.2,-0.13,-0.08,0.1,0.19,0.3,-0.01,0.05,-0.49,0.1,0.16
광주광역시,　숙박 및 음식점업,명목,623408,642278,615516,649050,693209,722605,760407,784129,859008,928762,956681,1011881,1091830,834901,930740,1112167
광주광역시,　숙박 및 음식점업,실질,894629,866631,788088,823096,844137,855859,859688,852887,859008,883933,883306,914043,955344,733103,807143,887336
광주광역시,　숙박 및 음식점업,실질기여도,0.08,-0.08,-0.24,0.11,0.06,0.03,0.01,-0.02,0.02,0.07,0,0.09,0.11,-0.61,0.2,0.21
광주광역시,　정보통신업,명목,774351,752074,743405,755090,758242,790008,804600,806767,830561,914561,936352,955626,1092199,1136433,1222302,1201297
광주광역시,　정보통신업,실질,732598,740534,722019,756238,791874,809169,845434,827607,830561,905321,931363,976063,1152693,1220444,1346844,1357394
광주광역시,　정보통신업,실질기여도,0.04,0.04,-0.08,0.14,0.13,0.06,0.12,-0.05,0.01,0.21,0.07,0.12,0.43,0.15,0.28,0.02
광주광역시,　금융 및 보험업,명목,1492823,1559409,1562981,1788951,1901975,1954678,2009870,2093439,2138750,2181257,2306133,2415161,2308565,2402755,2610843,2854232
광주광역시,　금융 및 보험업,실질,1382098,1459680,1532899,1625883,1648190,1800351,1969082,2055637,2138750,2174902,2213839,2277518,2242581,2394069,2489683,2546278
광주광역시,　금융 및 보험업,실질기여도,1.12,0.36,0.32,0.38,0.09,0.61,0.62,0.28,0.26,0.1,0.11,0.18,-0.09,0.38,0.23,0.14
광주광역시,　부동산업,명목,1957320,2066182,2224980,2231731,2311236,2466994,2666967,2955055,3165617,3277234,3374151,3501074,3880673,3910847,3887888,3930697
광주광역시,　부동산업,실질,2480913,2546685,2653805,2613781,2680295,2730044,2842036,3067569,3165617,3221165,3274606,3379301,3711869,3698359,3735336,3835406
광주광역시,　부동산업,실질기여도,0.22,0.22,0.36,-0.13,0.2,0.15,0.34,0.68,0.29,0.16,0.15,0.29,0.87,-0.03,0.09,0.24
광주광역시,　사업서비스업,명목,1304135,1527280,1611604,1771853,1915525,2003310,2141582,2421106,2687741,2886356,2918565,3083741,3247037,3216111,3406532,3479887
광주광역시,　사업서비스업,실질,1693916,1874364,1913869,2004190,2146839,2155583,2281094,2523848,2687741,2853798,2810160,2896851,2983983,2901978,2972923,2921755
광주광역시,　사업서비스업,실질기여도,0.45,0.59,0.13,0.3,0.45,0.03,0.39,0.73,0.48,0.48,-0.12,0.24,0.23,-0.21,0.19,-0.13
광주광역시,"　공공 행정, 국방 및 사회보장 행정",명목,1238965,1396968,1528571,1580019,1638018,1720527,1848419,2022926,2072034,2163999,2295116,2455281,2586362,2745538,2881110,3043422
광주광역시,"　공공 행정, 국방 및 사회보장 행정",실질,1591450,1691470,1804514,1832449,1847375,1874875,1955759,2086010,2072034,2092048,2139132,2207111,2281350,2363209,2432922,2492454
광주광역시,"　공공 행정, 국방 및 사회보장 행정",실질기여도,0.13,0.33,0.39,0.09,0.05,0.09,0.25,0.39,-0.04,0.06,0.13,0.19,0.21,0.22,0.19,0.16
광주광역시,　교육 서비스업,명목,1822795,2015047,2087091,2125498,2233208,2320277,2406188,2485737,2563843,2599506,2716314,2800763,2894517,2841687,2990716,3019432
광주광역시,　교육 서비스업,실질,2231991,2274899,2338943,2345450,2425067,2486763,2545741,2545715,2563843,2558548,2624218,2665214,2691116,2623491,2737016,2764493
광주광역시,　교육 서비스업,실질기여도,0.28,0.15,0.23,0.02,0.26,0.2,0.18,0,0.05,-0.02,0.18,0.11,0.07,-0.18,0.29,0.07
광주광역시,　보건업 및 사회복지 서비스업,명목,1230696,1341541,1535848,1640432,1748183,1908020,2049308,2295205,2462147,2815713,3075980,3332295,3637036,3700457,3915708,4124521
광주광역시,　보건업 및 사회복지 서비스업,실질,1388615,1445514,1557950,1648894,1794213,1960630,2119930,2370111,2462147,2775495,2952279,3202413,3474562,3456529,3626849,3811124
광주광역시,　보건업 및 사회복지 서비스업,실질기여도,0.46,0.21,0.43,0.36,0.52,0.57,0.52,0.77,0.27,0.9,0.49,0.69,0.71,-0.05,0.43,0.45
광주광역시,　문화 및 기타서비스업,명목,853501,916283,944750,1006160,1032896,1084941,1160863,1179702,1211736,1335190,1359182,1434503,1536587,1480306,1524209,1651086
광주광역시,　문화 및 기타서비스업,실질,1162902,1181183,1181070,1215844,1201329,1211046,1263121,1234621,1211736,1285914,1269596,1283086,1336746,1245115,1271468,1340585
광주광역시,　문화 및 기타서비스업,실질기여도,0.2,0.06,0,0.11,-0.04,0.03,0.16,-0.08,-0.07,0.21,-0.05,0.04,0.15,-0.25,0.07,0.19
대전광역시,지역내총생산(시장가격),명목,24669345,26159588,27928016,30224696,31679831,32877411,33675454,34930512,37162614,39335023,40537224,41308348,43092218,44393136,46716590,49565822
대전광역시,지역내총생산(시장가격),실질,29906786,30273625,31068315,33247905,34446444,34977219,35375467,36081650,37162614,38456557,38772485,39135729,40684092,41208249,42500095,44395434
대전광역시,지역내총생산(시장가격),실질기여도,2.86,1.23,2.63,7.02,3.6,1.54,1.14,2,3,3.48,0.82,0.94,3.96,1.29,3.13,4.46
대전광역시,순생산물세,명목,1880812,2051351,2030708,2002415,2158513,2122469,2072764,2321130,2390113,2639849,2744427,2754526,2927667,3038213,3339692,3713205
대전광역시,순생산물세,실질,1991880,1996772,1910121,1995802,2222000,2154079,2140633,2391184,2390113,2557497,2576180,2540150,2716620,2741574,2853870,3090906
대전광역시,순생산물세,실질기여도,-0.64,0.02,-0.34,0.33,0.75,-0.21,-0.04,0.72,0,0.45,0.05,-0.09,0.46,0.06,0.28,0.59
대전광역시,총부가가치(기초가격),명목,22788533,24108237,25897308,28222281,29521318,30754942,31602690,32609382,34772501,36695174,37792797,38553822,40164551,41354923,43376898,45852617
대전광역시,총부가가치(기초가격),실질,27887053,28251697,29160733,31264345,32219934,32824714,33238386,33690263,34772501,35899060,36196328,36596823,37966536,38465915,39644630,41295228
대전광역시,총부가가치(기초가격),실질기여도,3.51,1.21,2.97,6.69,2.85,1.75,1.18,1.28,3,3.03,0.77,1.03,3.49,1.23,2.85,3.87
대전광역시,"농업, 임업 및 어업",명목,56073,51877,47823,44312,50270,50089,43600,37948,37770,37935,37497,34834,32358,35210,42516,46054
대전광역시,"농업, 임업 및 어업",실질,61345,59261,55391,47390,50304,47254,41992,38289,37770,37052,37521,35306,35167,34368,38402,42909
대전광역시,"농업, 임업 및 어업",실질기여도,0,-0.01,-0.01,-0.02,0.01,-0.01,-0.02,-0.01,0,0,0,-0.01,0,0,0.01,0.01
대전광역시,광제조업,명목,3777254,3840879,4202910,4619759,4733067,5183525,5418419,5720759,6548595,6792403,6714368,6482721,6537448,6703577,7017056,6979403
대전광역시,광제조업,실질,4895298,4425142,4386900,5044399,5081475,5469230,5659325,6001056,6548595,6607363,6475709,6258808,6520285,6609013,6936783,6975811
대전광역시,광제조업,실질기여도,0.96,-1.47,-0.13,2.26,0.11,1.14,0.55,0.97,1.49,0.16,-0.34,-0.55,0.66,0.21,0.75,0.08
대전광역시,　광업,명목,2529,2804,2090,2843,2131,2830,4281,2516,3874,3072,1391,1875,1998,3485,1657,3119
대전광역시,　광업,실질,4823,4440,3396,4046,2595,3369,4839,2880,3874,2968,1275,1761,1878,3463,1670,3067
대전광역시,　광업,실질기여도,-0.01,0,0,0,0,0,0,-0.01,0,0,0,0,0,0,0,0
대전광역시,　제조업,명목,3774725,3838075,4200820,4616916,4730936,5180695,5414138,5718243,6544721,6789331,6712977,6480846,6535450,6700092,7015399,6976284
대전광역시,　제조업,실질,4890935,4421145,4383668,5040592,5078777,5465817,5654594,5998119,6544721,6604395,6474445,6257030,6518389,6605435,6934977,6972635
대전광역시,　제조업,실질기여도,0.97,-1.47,-0.12,2.25,0.12,1.14,0.54,0.98,1.49,0.16,-0.34,-0.56,0.66,0.2,0.75,0.08
대전광역시,　　음식료품 및 담배제조업,명목,484719,579121,699686,593723,606686,843685,882128,849961,1024533,1101646,1085331,1093293,1104154,1244244,1218886,1152307
대전광역시,　　음식료품 및 담배제조업,실질,624329,595559,617026,682169,679237,928097,967320,928733,1024533,1051192,1102479,1074142,1064789,1162021,1204561,1170693
대전광역시,　　음식료품 및 담배제조업,실질기여도,0.08,-0.09,0.08,0.26,-0.01,0.7,0.11,-0.1,0.25,0.07,0.14,-0.07,-0.02,0.23,0.1,-0.07
대전광역시,　　섬유 의복 및 가죽 제품 제조업,명목,52913,51262,56118,86513,86182,83627,86754,95492,93663,101427,104920,98259,90944,105661,99946,87347
대전광역시,　　섬유 의복 및 가죽 제품 제조업,실질,94657,93290,81859,93433,87918,86911,89605,98776,93663,88520,99762,90264,76896,87530,90600,79511
대전광역시,　　섬유 의복 및 가죽 제품 제조업,실질기여도,0.02,0,-0.02,0.03,-0.02,0,0.01,0.03,-0.01,-0.01,0.03,-0.02,-0.04,0.03,0.01,-0.03
대전광역시,　　목재종이인쇄 및 복제업,명목,355236,456933,428384,399254,413822,426238,456331,465897,506957,536445,457919,491570,496787,467565,496443,470940
대전광역시,　　목재종이인쇄 및 복제업,실질,481451,441866,494233,479437,489001,470952,481979,494935,506957,513438,441304,437905,437292,423342,435544,398447
대전광역시,　　목재종이인쇄 및 복제업,실질기여도,0.19,-0.12,0.21,-0.05,0.03,-0.05,0.03,0.04,0.03,0.02,-0.19,-0.01,0,-0.04,0.03,-0.09
대전광역시,　　석탄 및 석유 화학제품 제조업,명목,915373,1000003,1112600,1248563,1198316,1189541,1214847,1276606,1522070,1595326,1420630,1213967,1227708,1231112,1265423,1183048
대전광역시,　　석탄 및 석유 화학제품 제조업,실질,1381985,1302569,1255191,1412770,1308234,1273014,1307402,1364145,1522070,1546264,1413809,1234861,1214355,1172697,1132162,1062121
대전광역시,　　석탄 및 석유 화학제품 제조업,실질기여도,-0.01,-0.21,-0.14,0.5,-0.31,-0.1,0.1,0.16,0.42,0.07,-0.35,-0.44,-0.05,-0.1,-0.1,-0.17
대전광역시,　　비금속광물 및 금속제품 제조업,명목,466311,342281,369467,491564,563885,524088,548511,615056,709725,716293,669810,702713,751663,776965,841724,872919
대전광역시,　　비금속광물 및 금속제품 제조업,실질,521172,421369,447125,502141,557247,518249,537455,601361,709725,704100,664365,701252,728135,742595,699399,636839
대전광역시,　　비금속광물 및 금속제품 제조업,실질기여도,0.09,-0.36,0.08,0.16,0.18,-0.12,0.06,0.19,0.32,-0.02,-0.1,0.09,0.07,0.03,-0.1,-0.16
대전광역시,　　전기 전자 및 정밀기기 제조업,명목,709921,645347,788030,986417,968876,1134703,1185174,1221439,1385239,1470350,1679194,1784211,1651167,1711632,1931182,2054189
대전광역시,　　전기 전자 및 정밀기기 제조업,실질,969462,838495,822911,967132,965059,1116237,1154073,1239522,1385239,1498371,1479046,1616642,1815532,1908751,2150420,2467389
대전광역시,　　전기 전자 및 정밀기기 제조업,실질기여도,0.28,-0.39,-0.05,0.49,-0.01,0.48,0.12,0.26,0.41,0.3,-0.05,0.39,0.53,0.2,0.49,0.61
대전광역시,　　기계 운송장비 및 기타 제품 제조업,명목,790252,763128,746535,810882,893169,978813,1040393,1193792,1302534,1267844,1295173,1096833,1213027,1162913,1161795,1155534
대전광역시,　　기계 운송장비 및 기타 제품 제조업,실질,845526,767996,693689,914189,998995,1082281,1127266,1275990,1302534,1202510,1270033,1076263,1144147,1080129,1212549,1208171
대전광역시,　　기계 운송장비 및 기타 제품 제조업,실질기여도,0.33,-0.29,-0.28,0.85,0.25,0.24,0.12,0.41,0.07,-0.27,0.18,-0.49,0.17,-0.16,0.32,-0.01
대전광역시,"전기, 가스, 증기 및 공기 조절 공급업",명목,270004,136399,203649,288653,246940,346765,291608,325666,315408,349729,335863,300879,324109,440916,357882,590356
대전광역시,"전기, 가스, 증기 및 공기 조절 공급업",실질,699259,610964,600357,534375,514709,609620,457882,314834,315408,363332,399444,480451,585233,656220,638690,805170
대전광역시,"전기, 가스, 증기 및 공기 조절 공급업",실질기여도,0.1,-0.14,-0.01,-0.08,-0.04,0.14,-0.26,-0.27,0,0.13,0.09,0.17,0.16,0.09,-0.03,0.2
대전광역시,건설업,명목,1201148,1166445,1224191,1416622,1415716,1307834,1391430,1238680,1319758,1528938,1541997,1603466,1867348,2086470,2339963,2247284
대전광역시,건설업,실질,1578195,1506333,1559039,1777328,1688955,1496494,1524079,1308053,1319758,1492235,1449541,1435544,1591750,1739903,1889164,1752419
대전광역시,건설업,실질기여도,-1.07,-0.22,0.16,0.61,-0.23,-0.51,0.07,-0.59,0.03,0.46,-0.11,-0.04,0.42,0.4,0.4,-0.36
대전광역시,서비스업,명목,17484054,18912637,20218735,21852935,23075325,23866729,24457633,25286329,26550970,27986169,29163072,30131922,31403288,32088750,33619481,35989520
대전광역시,서비스업,실질,20955259,21855893,22750172,23983569,24978989,25316508,25608430,26021624,26550970,27399078,27837391,28402523,29281188,29492798,30194473,31844877
